FID IID PC1 PC2 PC3 PC4 PC5 PC6 PC7 PC8 PC9 PC10 y.null y
NA07037 NA07037 -0.013139 0.0257377 0.00785436 -0.0206286 -0.00203465 -0.000875447 0.00544577 0.00291256 -0.0214372 -2.12659e-05 -0.541732869385211 -13.8780911730258
NA07048 NA07048 -0.013 0.0253664 0.00893867 -0.0219358 0.00195562 0.00527927 0.00507145 0.00493279 0.0164574 -0.00123447 2.57626060329294 -0.899630770293578
NA07051 NA07051 -0.0132047 0.0255623 0.00955558 -0.0222945 0.00303362 0.00871906 0.00721976 0.00680064 0.0183967 -0.00103963 -0.607874899755459 0.371637994077994
NA07056 NA07056 -0.0131222 0.0256741 0.00858621 -0.0205041 -0.00210977 0.000679675 0.00652985 0.00404512 -0.01821 -0.00137766 0.125610328898566 -0.916748588290854
NA07347 NA07347 -0.0129485 0.0264224 0.00920773 -0.0223468 0.00113053 0.00593682 0.00382443 0.00107219 0.00764101 0.000857446 0.564566690503001 -9.20094807154802
NA07357 NA07357 -0.013179 0.0257293 0.00802581 -0.0203542 -0.00169457 -0.000990087 0.0059982 0.003333 -0.0202829 -0.00223771 -0.580047302149249 -6.97678493120159
NA10847 NA10847 -0.0132126 0.0261318 0.00834431 -0.020957 -0.00157028 -0.000631176 0.00760289 0.00636987 -0.0227026 0.000884538 0.486885522385989 4.88314883784656
NA10851 NA10851 -0.0132996 0.0260656 0.00845265 -0.0213388 -0.0024719 -0.000212273 0.0100534 0.00983861 -0.0228737 -0.00229884 0.103679319993827 -12.2430689893439
NA11829 NA11829 -0.0132078 0.0261277 0.00893029 -0.0216016 -0.00125177 0.00591123 0.0140547 0.0137716 -0.014722 0.00113748 -1.26771390119785 3.85350480329166
NA11830 NA11830 -0.013357 0.024741 0.00805312 -0.0201471 0.000325973 0.00370625 0.0118051 0.010404 -0.00779095 -0.000181066 0.462160089824565 -6.99940743722136
NA11831 NA11831 -0.0129329 0.0257927 0.00845369 -0.0206756 -0.000927501 -0.00158868 0.00334494 0.00242044 -0.0139109 0.000483324 -0.223091252337352 -2.83207050105752
NA11832 NA11832 -0.0128826 0.0261698 0.00790476 -0.0215263 -0.000242288 0.00109963 0.00157321 0.00181979 -0.0176183 0.00225655 -1.11621578237411 -16.4201773747049
NA11840 NA11840 -0.0131989 0.0257142 0.00901723 -0.0210379 -0.00103013 0.00477933 0.0150233 0.0157068 -0.011174 -0.000567315 -0.544136357570961 1.38316151788077
NA11843 NA11843 -0.0130496 0.0251237 0.00906547 -0.0214946 0.000875208 0.00376754 0.00732968 0.00766366 0.00814487 -0.00190535 -0.421464565355376 8.38713638771602
NA11881 NA11881 -0.013074 0.025835 0.00799856 -0.0207186 -0.0021715 3.72076e-05 0.00966205 0.00577276 -0.0230776 -0.00237098 -0.326638988563385 -0.159980270926942
NA11892 NA11892 -0.0128729 0.0254325 0.00804078 -0.0213825 -0.00198663 0.000167784 0.00504507 0.0039916 -0.0179285 -0.00221027 -1.26768010978207 -2.18073757286835
NA11893 NA11893 -0.0132432 0.0258928 0.00828997 -0.0209439 -0.000880979 0.00183085 0.00689613 0.00547766 -0.00966222 -0.0029067 0.151636429019866 3.02934723591529
NA11894 NA11894 -0.0131452 0.0258988 0.0076841 -0.0213865 -0.00115803 -0.000156906 0.00861338 0.00674407 -0.018601 -0.00132904 -0.108324373983169 4.98890113508679
NA11918 NA11918 -0.0133127 0.0257404 0.00918616 -0.021329 0.000832581 0.00521621 0.00778513 0.00376566 0.0069787 0.00140518 1.99121608623088 1.27054231089449
NA11919 NA11919 -0.0127874 0.0260347 0.00826007 -0.0206566 0.00100631 0.00161356 0.00337915 0.00287954 -0.00318002 0.00316187 1.09969443247303 -10.0703866407139
NA11920 NA11920 -0.0130218 0.0261906 0.00854208 -0.0214077 0.000280482 0.00425438 0.00636664 0.00358393 0.000718102 0.00165628 0.846361760218667 -5.54903710124865
NA11930 NA11930 -0.0128859 0.0253295 0.00779566 -0.0206935 -0.00055119 2.60491e-05 0.00547402 0.00547664 -0.0100121 0.000932899 1.86003731330379 3.91421387263465
NA11931 NA11931 -0.0130294 0.0255729 0.00804788 -0.0207821 -0.00261301 0.000364279 0.00950757 0.00782797 -0.0201803 1.34823e-05 -0.398737128979809 16.7344978122241
NA11932 NA11932 -0.0129788 0.0257802 0.00782088 -0.0211845 -0.00131857 -0.00217622 0.00439776 0.0030012 -0.0168597 0.000768398 -0.0899500472226508 2.31052113905422
NA11933 NA11933 -0.0130204 0.0256771 0.0081136 -0.020369 -0.00105926 -0.00027114 0.00488165 0.0031847 -0.0161907 0.000949288 -0.890040698632627 -14.6663560606629
NA11992 NA11992 -0.012637 0.0258518 0.00773534 -0.0207729 0.000648929 0.00302017 0.00213285 0.00222006 -0.0125169 0.000978754 0.771575768642483 1.54772141133416
NA11994 NA11994 -0.0128765 0.0259946 0.00891373 -0.0210755 -0.000282087 0.00252443 0.00780417 0.00658951 -0.00991744 3.12934e-05 0.235972885201428 0.624348002916132
NA11995 NA11995 -0.0129693 0.0261402 0.00822678 -0.0209674 -0.00138594 -0.000909371 0.00723697 0.00628548 -0.0181592 0.00144963 -0.437005132077148 -2.80893707650889
NA12003 NA12003 -0.0132488 0.0252295 0.00848829 -0.0199535 1.45693e-05 0.00318065 0.0158996 0.016603 -0.0161159 0.00114468 -1.78032527880582 -5.77706139153409
NA12004 NA12004 -0.0129065 0.0259229 0.00868638 -0.0217581 -0.00154958 -0.00136137 0.00487059 0.0045484 -0.0194344 0.00180249 -1.39813773907783 -9.6003684364282
NA12005 NA12005 -0.0129257 0.0261162 0.00879409 -0.0216599 -0.00109812 0.000311902 0.00627504 0.00531046 -0.0168155 0.00160781 2.12360181285827 0.186553442355875
NA12006 NA12006 -0.0129323 0.0257403 0.00845977 -0.0198753 -0.00174599 -0.000665938 0.0060085 0.00543886 -0.020393 0.000624296 -0.970975291513822 9.93060720597223
NA12043 NA12043 -0.0132327 0.0257235 0.00804454 -0.0206199 -0.00185373 -0.00122448 0.0057524 0.00457414 -0.0208158 -0.00189555 -0.58143515202008 1.13754766640247
NA12044 NA12044 -0.0130568 0.0263675 0.00855098 -0.0212848 -0.00184683 -5.30608e-05 0.00519153 0.00371906 -0.0215423 0.000595867 -1.03598463753968 7.9801734123265
NA12045 NA12045 -0.0129247 0.0257604 0.00960413 -0.021458 -0.000837665 0.00234091 0.00346611 0.000433168 0.00100693 0.000799617 0.193316281919977 -3.73836040965327
NA12046 NA12046 -0.012956 0.0253168 0.00806275 -0.0203698 -0.00225644 0.000300656 0.0089112 0.00856321 -0.0187037 0.000382531 -1.29451882191197 -5.50423924822547
NA12058 NA12058 -0.0131035 0.0259699 0.0110775 -0.022973 0.00518898 0.00996285 0.000804685 0.00201315 0.0709482 -0.00682311 -0.0472641419999835 -17.9845306990641
NA12144 NA12144 -0.0129041 0.0261165 0.00717842 -0.0208969 -0.00237272 -0.00223603 0.00373693 0.000178633 -0.0214216 -0.00349911 1.387316997 -3.56250918796822
NA12154 NA12154 -0.0131244 0.0258022 0.00834127 -0.0211121 -0.00109214 0.00130478 0.00857278 0.00635675 -0.0162684 0.00227084 0.123836065089456 -3.82598213806599
NA12155 NA12155 -0.012823 0.0260267 0.00876283 -0.0210084 0.0024757 0.00671196 0.00208743 0.00335428 0.0137498 -0.000699163 -0.213989186797861 -5.69024938171313
NA12156 NA12156 -0.0132349 0.0257481 0.00797846 -0.020246 -0.00259765 -0.0011379 0.00661761 0.00613406 -0.0205823 0.00139522 1.00484109161999 -20.020158750252
NA12234 NA12234 -0.0132105 0.0258164 0.00783386 -0.0205947 -0.000906679 -0.00248308 0.00343778 0.00266322 -0.019819 0.00146312 -0.977170666058075 4.2546593715142
NA12249 NA12249 -0.0135507 0.0252089 0.00861528 -0.0203084 0.000972663 0.00541598 0.0157949 0.0157663 0.00944543 -0.000671645 -1.06829616322933 7.66930216496039
NA12272 NA12272 -0.0131367 0.0254109 0.00830911 -0.0217327 0.000376093 0.00307892 0.00237674 0.00257045 -0.00377558 -0.00210208 -0.200626067439204 -2.93169189327873
NA12273 NA12273 -0.0128387 0.0257451 0.0078492 -0.020247 -0.00124077 0.000372546 0.00323355 0.00130058 -0.0182763 -0.000546265 -1.9722042168774 -12.3564966141395
NA12275 NA12275 -0.0128762 0.0250531 0.00995838 -0.0220321 0.00645281 0.0111439 0.00159335 0.00543072 0.0244909 -0.00550815 -0.516806194220022 -3.75968289950894
NA12282 NA12282 -0.0128713 0.0256845 0.00858671 -0.0204688 -0.00114024 -0.00153632 0.00318374 0.00219768 -0.019832 0.00247323 -1.26769636971358 2.59785631766852
NA12283 NA12283 -0.0126718 0.0255874 0.00846161 -0.0206812 -0.000871721 -0.000624864 0.00434685 0.0035289 -0.0196055 0.000603266 1.06984262611692 5.45593415635786
NA12286 NA12286 -0.0129505 0.0246002 0.00685827 -0.0188694 -0.000751474 0.00221163 0.00945036 0.00981311 -0.0182291 0.00253443 -1.17239340081449 0.140837790319093
NA12287 NA12287 -0.01308 0.02601 0.00813738 -0.0211225 -0.00224113 -0.00116253 0.00519818 0.00286324 -0.015218 -0.000836025 -0.781109698157447 -6.97809788238665
NA12340 NA12340 -0.0131842 0.02598 0.0097756 -0.0222378 0.00225649 0.00563486 0.00166245 -1.20391e-05 0.0400513 -0.00236813 -0.626213569711133 -11.5708562044215
NA12341 NA12341 -0.0126003 0.0259332 0.00951345 -0.0212612 0.00232395 0.00537271 0.00471898 0.00456791 0.0102869 -0.0019888 0.61947062695641 11.9237961204964
NA12342 NA12342 -0.0129016 0.0262799 0.00996343 -0.0212313 0.00135342 0.00409601 0.00640482 0.00652896 0.0172456 -0.000813542 2.7828252468895 -7.07952519865763
NA12347 NA12347 -0.0131281 0.0258276 0.00819326 -0.0213668 -0.00180099 0.00226264 0.0112165 0.00957978 -0.0158047 -0.00302044 0.0546606162000795 -2.14160549110569
NA12348 NA12348 -0.0132281 0.0255686 0.00894547 -0.0204005 -0.00191571 0.00152049 0.0074254 0.00470904 -0.0180945 -0.00190807 0.155897144557041 -4.09679223198262
NA12383 NA12383 -0.0129618 0.0261397 0.00767456 -0.0217061 -0.00299664 -0.00212166 0.00366312 0.000657619 -0.0185876 0.000199211 -0.766637728934869 -10.7080389708031
NA12399 NA12399 -0.0130643 0.0256223 0.00938011 -0.0219289 0.00186604 0.00611576 0.00361066 0.00224826 0.0111211 0.000338478 -0.341101340113793 -4.98406585090928
NA12400 NA12400 -0.0131814 0.0254292 0.00924753 -0.0209897 0.00253375 0.00634173 0.00497273 0.00382638 0.00565395 0.000810176 -0.769589469268293 3.67902470021544
NA12413 NA12413 -0.0127849 0.025611 0.00854767 -0.0208405 -0.00235878 -0.00309564 0.00143737 -0.0016845 -0.018617 -0.00127942 0.557345123227352 -9.82515665263948
NA12414 NA12414 -0.0127559 0.0261547 0.00892953 -0.0205324 -0.00237248 -0.00127952 0.00547495 0.0061734 -0.0217556 0.00268165 -0.203241246391466 -9.08301189886218
NA12489 NA12489 -0.0126737 0.0261112 0.00873087 -0.0207776 -0.00286851 -0.000895326 0.00439671 0.00191868 -0.0193101 0.000864368 1.30295473333062 -15.1488056084801
NA12546 NA12546 -0.0130791 0.0260413 0.00786881 -0.0200479 -0.0013837 0.000423349 0.0062641 0.00475137 -0.0147481 -0.00290833 -0.292993197424564 -0.229995074801378
NA12716 NA12716 -0.0135456 0.0265112 0.00813177 -0.0214632 -0.00239203 -0.000143082 0.0102692 0.00707071 -0.0207593 0.000762862 0.243058671506286 -8.6565145451493
NA12717 NA12717 -0.0133252 0.02605 0.00852461 -0.0211941 -0.00165079 -0.000550059 0.00729423 0.00535487 -0.0213237 -5.2317e-05 -0.494727218481759 0.117765479223764
NA12718 NA12718 -0.012963 0.0255608 0.00839704 -0.0207904 0.000700664 0.00160315 0.00672646 0.00920764 -0.00846644 -0.00146541 1.56505846586158 -2.81158330975272
NA12748 NA12748 -0.0133513 0.0262418 0.00960479 -0.0218845 -0.00101098 1.95235e-05 0.00634502 0.00544107 -0.0147614 0.0023973 0.18773537657083 3.91320051849827
NA12749 NA12749 -0.0131243 0.0260627 0.00867705 -0.0211967 -0.00247492 -0.00118449 0.00575876 0.00282038 -0.0218471 -0.00081317 -0.206505600586669 -8.31552910737952
NA12750 NA12750 -0.0132853 0.0260278 0.0084302 -0.0208932 -0.00205701 -0.00129903 0.00528206 0.00267667 -0.0224555 0.000178216 -1.15151767735166 -3.85970222643694
NA12751 NA12751 -0.0132978 0.0260224 0.00760974 -0.02095 -0.00126869 0.000776298 0.010241 0.00765428 -0.0237017 -0.00127028 -0.293431372294383 -2.75252042137867
NA12760 NA12760 -0.0125428 0.0258618 0.00788408 -0.0204765 -0.00138087 -0.000634563 0.00308075 0.00343907 -0.0196754 0.00241272 0.907434918393708 -9.75046415950038
NA12761 NA12761 -0.0134062 0.026173 0.0085964 -0.0209991 -0.00196522 -0.000122444 0.00877123 0.0059498 -0.0233657 0.00155737 0.723982025021008 4.1733012265889
NA12762 NA12762 -0.0130607 0.0258836 0.00828386 -0.0213123 -0.00179703 -0.00112694 0.00660806 0.00628544 -0.020408 0.00185472 1.76873074474158 -8.08743117727084
NA12763 NA12763 -0.0131309 0.0257594 0.00805346 -0.0205852 -0.00140172 -0.000535256 0.00491428 0.00257569 -0.0205144 -0.00121324 0.844143455143497 0.915027448243313
NA12775 NA12775 -0.0130994 0.0264802 0.00819747 -0.0211176 -0.00259153 0.000344616 0.00738375 0.00409297 -0.0178657 -0.0041636 0.47674196924745 4.56725891486506
NA12776 NA12776 -0.0131713 0.0253724 0.00819688 -0.0202199 -0.00230984 -1.77115e-05 0.0124491 0.0104545 -0.0184726 -0.00111735 0.330463996492709 5.39518010806801
NA12777 NA12777 -0.0130844 0.0263227 0.00878128 -0.021824 -0.00172122 0.000145418 0.00554622 0.00253426 -0.0171928 -0.0037377 -0.329434999990759 2.50261653117728
NA12778 NA12778 -0.0131119 0.0264071 0.008586 -0.0213435 -0.00233132 -0.000565144 0.00771055 0.00510936 -0.0192474 -0.00172273 -1.29125982043253 4.95529088369976
NA12812 NA12812 -0.0133591 0.0262041 0.00789879 -0.0211128 -0.00118411 -0.000262062 0.00813402 0.00690266 -0.0205925 -0.00038191 0.188862702412029 -3.88444087284836
NA12813 NA12813 -0.0129462 0.026129 0.00815321 -0.0207058 -0.0021507 -0.00162155 0.00347493 0.00208726 -0.0187728 0.000112684 -0.304120193516042 -5.41592208453243
NA12814 NA12814 -0.0134006 0.0260536 0.0087436 -0.020757 -0.000434272 -0.000590264 0.00762397 0.00452943 -0.0216579 -0.000232277 0.156619583784559 -13.0723195495734
NA12815 NA12815 -0.013396 0.0256316 0.00794362 -0.0196527 -0.00108804 0.000731245 0.010475 0.00902091 -0.0225964 4.16628e-05 -0.502180837291887 8.92844131769716
NA12827 NA12827 -0.0132495 0.0257498 0.00872525 -0.0204781 -0.0016782 -0.00103367 0.00825869 0.00615725 -0.0177247 0.0032188 -2.08901201363995 11.0941001167673
NA12828 NA12828 -0.0128783 0.0255096 0.00816747 -0.0206712 -0.00220017 -0.000952264 0.0059884 0.00322277 -0.0193738 -0.000404925 0.00962152178828369 -9.00698008864641
NA12829 NA12829 -0.0132664 0.0262476 0.00866523 -0.0210373 0.000522854 0.000273409 0.00349717 0.00240801 -0.010089 0.00184799 0.267428627496103 -18.092086644631
NA12830 NA12830 -0.0130432 0.0259305 0.00847165 -0.0206528 -0.00170256 -0.000393932 0.00444759 0.00307014 -0.013774 0.000952443 -1.59535613820936 -10.3726074872105
NA12842 NA12842 -0.0132622 0.0262448 0.0094044 -0.0219662 0.00186402 0.00488612 0.0067763 0.00376123 0.00285799 0.00118719 0.0783729865517539 -0.71361958034044
NA12843 NA12843 -0.0133659 0.025872 0.00856881 -0.0206593 -0.000924032 0.00112611 0.0108208 0.00858487 -0.0152784 0.00096082 0.748422077044827 0.501158536919841
NA12872 NA12872 -0.0131417 0.0254316 0.00766349 -0.0200374 -0.00139518 -0.00132131 0.00509583 0.00387176 -0.0208289 0.00130499 0.0523481215423267 -2.00980475815265
NA12873 NA12873 -0.0133724 0.0257376 0.00733966 -0.0203071 -0.00112619 -0.000142757 0.00877559 0.00680034 -0.021973 0.00115729 1.59125182713899 6.50972249906709
NA12874 NA12874 -0.0132237 0.0257963 0.00876422 -0.0203193 -0.000268626 -0.000994335 0.00838205 0.00598698 -0.0236485 0.000945522 -0.128410163114182 2.62539542932774
NA12878 NA12878 -0.0131419 0.0256761 0.0103942 -0.0223459 0.00481073 0.0106729 0.00606595 0.00647329 0.0483073 -0.00340056 1.21435858674813 1.26344687843237
NA12889 NA12889 -0.0129896 0.0261207 0.00862863 -0.0217617 0.00180664 0.00399029 0.00456245 0.00185742 0.00349351 0.000601154 -0.401725136166766 -5.24759461529739
NA12890 NA12890 -0.0131772 0.0258674 0.00879632 -0.0206466 -0.00163138 0.000242718 0.00919284 0.00772361 -0.0144461 0.000209171 1.62356382403637 -11.9598735948189
NA20502 NA20502 -0.0122628 0.0235348 0.00444236 -0.0180651 -3.65276e-05 -0.00739202 -0.0212893 -0.0227464 -0.0177667 -0.0013243 -0.867162009009045 1.03162387547497
NA20503 NA20503 -0.0123771 0.0249529 0.0062207 -0.0191829 -0.00109606 -0.00988649 -0.0187317 -0.0219144 -0.0206878 0.000163768 0.680652407698482 -11.5945622732414
NA20504 NA20504 -0.0124176 0.0242185 0.00440061 -0.0179441 -0.00259286 -0.00972058 -0.019055 -0.0213389 -0.0236087 5.19833e-05 -0.358329599750712 -11.6196757150699
NA20505 NA20505 -0.01195 0.0248013 0.00537161 -0.01962 -0.00107262 -0.00750387 -0.0206425 -0.022684 -0.0169919 -0.00163971 -1.32087623950913 1.45541222520377
NA20506 NA20506 -0.0120655 0.0243023 0.00469235 -0.0181924 -0.000671053 -0.00888984 -0.0218715 -0.0236519 -0.0203191 -0.00165165 0.168998485735275 -0.960086126446943
NA20507 NA20507 -0.0124822 0.0246563 0.00495644 -0.0188883 -0.00142226 -0.00921057 -0.0177968 -0.0200338 -0.0223988 0.000915826 -1.78803718661355 -2.70541660219525
NA20508 NA20508 -0.0124232 0.0249646 0.00432312 -0.0180203 -0.00222875 -0.00932238 -0.0184935 -0.0213181 -0.0239762 -0.000943606 0.0998996627105216 1.93787484799507
NA20509 NA20509 -0.0122155 0.0246816 0.00556079 -0.0190491 -0.00128588 -0.0103694 -0.0214145 -0.0243782 -0.0210175 -0.00188278 2.00423768270231 -7.29483716765782
NA20510 NA20510 -0.0121491 0.024816 0.00546461 -0.0196677 -0.00157209 -0.00854668 -0.020655 -0.0252331 -0.0205151 -0.00304895 -0.397939682353326 -5.66088595622503
NA20511 NA20511 -0.0124191 0.0244963 0.0049485 -0.0188437 -0.00193212 -0.0108465 -0.0179466 -0.0198892 -0.0202091 0.000491735 -0.156062941160956 2.98938125197819
NA20512 NA20512 -0.0124229 0.025036 0.00508667 -0.0195055 -0.00248509 -0.00992164 -0.0194615 -0.0226407 -0.0223974 -0.0024319 -0.198659730246689 -5.43178051945046
NA20513 NA20513 -0.0124432 0.0245571 0.00571489 -0.0183539 -0.00168999 -0.0102695 -0.0206011 -0.0242689 -0.0218142 0.00126251 -0.85081330751038 -1.31773350760425
NA20514 NA20514 -0.0125013 0.02476 0.00548417 -0.0193957 -0.00138821 -0.0107238 -0.0221431 -0.0230757 -0.0210696 0.000732062 -0.929225216121585 -6.59409726995127
NA20515 NA20515 -0.0125665 0.0247359 0.00573347 -0.0190563 -0.00245018 -0.00815746 -0.0162603 -0.0200945 -0.0202422 -0.000174603 -0.0692669434236941 -6.27796187811442
NA20516 NA20516 -0.0123852 0.0250442 0.00563772 -0.0201185 -0.00109062 -0.00939002 -0.0231098 -0.0262161 -0.0184859 -0.00271814 2.14616686078127 -9.65091421014925
NA20517 NA20517 -0.0121262 0.0252865 0.00619082 -0.019965 -0.0018755 -0.00912982 -0.0213604 -0.0243086 -0.0220571 -0.000544572 0.845254951798699 -19.0874284116567
NA20518 NA20518 -0.0122893 0.0249044 0.00518803 -0.0187441 -0.00145173 -0.0086954 -0.0192672 -0.0233372 -0.0232905 -0.00285335 -0.265279436819391 -3.08342627109288
NA20519 NA20519 -0.0120832 0.0247523 0.0052634 -0.0191343 -0.00176898 -0.0103583 -0.022597 -0.0265855 -0.0241688 -0.00280839 0.505881356209291 -8.47728208558096
NA20520 NA20520 -0.0123276 0.0249077 0.00539221 -0.0199847 -0.00193302 -0.00907699 -0.0182363 -0.022178 -0.0221201 -0.00236888 -0.280617708608178 -3.65417392025427
NA20521 NA20521 -0.0122423 0.0250078 0.00548949 -0.0197035 -0.00272032 -0.00978056 -0.0224425 -0.0257339 -0.0224111 -0.00250825 -0.911055166272686 -6.00595490455699
NA20522 NA20522 -0.0121355 0.0249758 0.00530552 -0.0186817 -0.00179616 -0.00966724 -0.0210461 -0.0241696 -0.0204356 -0.000491338 -1.59399778089495 -12.8648030160813
NA20524 NA20524 -0.0125186 0.0253011 0.00593992 -0.021021 -0.00251921 -0.00694979 -0.0181761 -0.021922 -0.0170168 -0.00212644 0.726043448729012 -14.6358043555654
NA20525 NA20525 -0.0121487 0.025056 0.00582154 -0.0197758 -0.00116177 -0.00820947 -0.020798 -0.0243166 -0.0177121 -0.000291905 -1.04734873864781 0.357119085749567
NA20527 NA20527 -0.0124032 0.0248154 0.00573352 -0.0192858 -0.0015124 -0.00813834 -0.0199408 -0.0225474 -0.0163092 -0.00163886 0.834950213454094 -2.63332617480356
NA20528 NA20528 -0.0123412 0.0245787 0.00516394 -0.0189992 -0.00106001 -0.00888176 -0.0212896 -0.0248001 -0.0173891 -0.00208237 0.668258969022399 -0.745900851507395
NA20529 NA20529 -0.0121333 0.0246144 0.00527548 -0.0191834 -0.00140349 -0.0104856 -0.0218079 -0.0242583 -0.022235 -0.000500103 -0.627130341538072 3.03336085994256
NA20530 NA20530 -0.0123492 0.0251378 0.00605282 -0.0196024 -0.00127103 -0.00823568 -0.0190953 -0.0223841 -0.0195549 -0.00118193 0.683591268025137 -0.451976083187642
NA20531 NA20531 -0.0123873 0.0250566 0.00539829 -0.0197162 -0.00204555 -0.0112034 -0.0209847 -0.0247274 -0.0239209 -0.000645563 -0.972377404185967 -5.59254032105087
NA20532 NA20532 -0.0122445 0.0245992 0.00549503 -0.0190751 -0.00131142 -0.0105105 -0.0211658 -0.0240911 -0.0222473 -0.00158229 0.061633501719101 -8.88382362735111
NA20533 NA20533 -0.0122395 0.0246274 0.00567841 -0.0188039 -0.0016693 -0.0105686 -0.0210391 -0.0242906 -0.023494 -0.00145978 -0.0921813622022238 -8.79666778423835
NA20534 NA20534 -0.0121716 0.0249959 0.00541026 -0.0191322 -0.00189326 -0.00997646 -0.0222205 -0.0240639 -0.0157511 0.000130687 -1.82125599218185 -1.34216190808016
NA20535 NA20535 -0.0123757 0.025452 0.0059674 -0.0198227 -0.00193246 -0.010046 -0.0190873 -0.0238592 -0.0216454 -0.00178088 -1.12141664145323 -3.728207725653
NA20536 NA20536 -0.0123243 0.0249646 0.00617359 -0.019471 -0.00203503 -0.00950694 -0.0197409 -0.023458 -0.0209535 -0.00207681 1.06541500577754 -14.2401879309555
NA20538 NA20538 -0.0121831 0.0249317 0.00627151 -0.0198469 -0.00218752 -0.0100589 -0.0241225 -0.0276623 -0.0212251 -0.000817533 1.64466650553959 -8.59569339840174
NA20539 NA20539 -0.0122011 0.0249544 0.00518527 -0.019459 -0.0016704 -0.00946746 -0.020567 -0.0245696 -0.018429 -0.00122801 2.0414526321104 -0.491342092714879
NA20540 NA20540 -0.0125574 0.0235163 0.00588829 -0.0184852 0.00184186 -0.00385158 -0.0209502 -0.0208083 -0.00147649 -0.00281194 2.19969158829874 -0.0905829750123779
NA20541 NA20541 -0.0122419 0.0251699 0.00609753 -0.0196002 -0.00162468 -0.0083876 -0.0220199 -0.0260801 -0.0195517 -0.00131803 1.19490522733611 -6.71310617470645
NA20542 NA20542 -0.0121863 0.0247007 0.00577536 -0.0198202 -0.00297049 -0.00909916 -0.020365 -0.0232469 -0.0187159 -0.00183645 1.15729173926728 -3.41220782752384
NA20543 NA20543 -0.0120362 0.025011 0.00499261 -0.0193735 -0.001228 -0.00922742 -0.0184572 -0.0211524 -0.0199355 -0.000610642 0.202123931415381 -10.0963051206384
NA20544 NA20544 -0.0122592 0.0247914 0.00541618 -0.0195163 -0.00249518 -0.00966122 -0.0211486 -0.0227796 -0.0182903 -0.00184888 -0.0221219732662874 -9.66971802362161
NA20581 NA20581 -0.0121549 0.0248334 0.00601949 -0.0193708 -0.000778134 -0.00758904 -0.0222509 -0.0255867 -0.0141443 -0.00273237 0.0453558414483382 -17.9250170365687
NA20582 NA20582 -0.0122493 0.0235677 0.0059407 -0.0193278 0.00250168 -0.00393851 -0.0215157 -0.021049 0.00219347 -0.000300512 -2.56726487665008 -5.67057924377839
NA20585 NA20585 -0.0121516 0.025224 0.00648526 -0.0205756 -0.000460758 -0.00816165 -0.0213121 -0.0246324 -0.0164571 0.000658985 -0.224844087102266 -10.4233096766095
NA20586 NA20586 -0.012346 0.0247215 0.00554988 -0.0191527 -0.000234025 -0.0100118 -0.0222055 -0.0237161 -0.0163655 -0.00177329 -0.985656094811614 -6.28740692865802
NA20587 NA20587 -0.0118874 0.025133 0.00547291 -0.0198006 -0.00347683 -0.00768194 -0.0173227 -0.0186331 -0.0175633 0.00352525 -2.07485127584049 -4.87478957965282
NA20588 NA20588 -0.0118776 0.024951 0.00533611 -0.0193374 -0.0020636 -0.00932754 -0.0220014 -0.0259956 -0.0193029 -0.000808655 0.136529733561829 0.0955831199066703
NA20589 NA20589 -0.0120939 0.0246498 0.00512328 -0.0185921 -0.00178776 -0.00963226 -0.020086 -0.0230095 -0.0218889 0.000889758 0.00222907692808643 -11.545369419824
NA20752 NA20752 -0.0121176 0.025287 0.0059499 -0.0196328 -0.00140917 -0.00891325 -0.0243319 -0.0282245 -0.0146041 -0.00080481 1.45225151511452 -5.29538016182146
NA20753 NA20753 -0.0121778 0.0247571 0.0055221 -0.0197943 -0.0020729 -0.0105448 -0.021975 -0.0245209 -0.0213858 -0.00136715 0.156658991201545 -6.37978839786802
NA20754 NA20754 -0.0122416 0.0249438 0.00501147 -0.0190868 -0.0023546 -0.0114155 -0.0202454 -0.0238986 -0.022044 -0.000492482 0.408321350127158 5.35453271562741
NA20755 NA20755 -0.012168 0.0250148 0.00490572 -0.0192701 -0.00160356 -0.00973793 -0.0218841 -0.0254944 -0.0180844 -0.00351559 -0.235578737550088 -2.16851880613147
NA20756 NA20756 -0.0120479 0.0249421 0.0054068 -0.0189109 -0.00252864 -0.00890091 -0.0174491 -0.0212529 -0.0207159 -0.00169518 0.841486392510905 -11.9675751596554
NA20757 NA20757 -0.0121264 0.0242022 0.00525373 -0.0188174 0.000280792 -0.00651199 -0.0227377 -0.0242704 -0.008997 -0.00188783 0.483293617054816 -16.8698420309235
NA20758 NA20758 -0.0121284 0.024906 0.00475822 -0.0192465 -0.000903725 -0.00773857 -0.0213027 -0.025717 -0.0137048 -0.00167772 2.20811313322117 -0.103291282142301
NA20759 NA20759 -0.012339 0.0249836 0.00557373 -0.019763 -0.000236697 -0.00796228 -0.0192719 -0.0231251 -0.0149807 -0.00347579 1.23154803941559 1.36297521106229
NA20760 NA20760 -0.0125973 0.0239228 0.00580402 -0.0193341 0.00323437 -0.00328034 -0.0183848 -0.0200593 0.00134612 -0.00198586 -0.62044823589134 -10.1771916278729
NA20761 NA20761 -0.0122643 0.0249817 0.00530546 -0.0198147 -0.00137525 -0.00769823 -0.0196724 -0.0227939 -0.016364 -0.00114796 -0.404781134162991 -12.9122626646218
